tile_path,set_type,parent_image,row,col,tile_index
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_25.png,train,frame_0103,4,1,25
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_26.png,train,frame_0103,4,2,26
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_27.png,train,frame_0103,4,3,27
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_28.png,train,frame_0103,4,4,28
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_29.png,train,frame_0103,4,5,29
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_30.png,train,frame_0103,4,6,30
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_31.png,train,frame_0103,4,7,31
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_32.png,train,frame_0103,4,8,32
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_33.png,train,frame_0103,5,1,33
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_34.png,train,frame_0103,5,2,34
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_35.png,train,frame_0103,5,3,35
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_36.png,train,frame_0103,5,4,36
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_37.png,train,frame_0103,5,5,37
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_38.png,train,frame_0103,5,6,38
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_39.png,train,frame_0103,5,7,39
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_40.png,train,frame_0103,5,8,40
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_41.png,train,frame_0103,6,1,41
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_42.png,train,frame_0103,6,2,42
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_43.png,train,frame_0103,6,3,43
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_44.png,train,frame_0103,6,4,44
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_45.png,train,frame_0103,6,5,45
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_46.png,train,frame_0103,6,6,46
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_47.png,train,frame_0103,6,7,47
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_48.png,train,frame_0103,6,8,48
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_49.png,train,frame_0103,7,1,49
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_50.png,train,frame_0103,7,2,50
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_51.png,train,frame_0103,7,3,51
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_52.png,train,frame_0103,7,4,52
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_53.png,train,frame_0103,7,5,53
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_54.png,train,frame_0103,7,6,54
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_55.png,train,frame_0103,7,7,55
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_56.png,train,frame_0103,7,8,56
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_57.png,train,frame_0103,8,1,57
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_58.png,train,frame_0103,8,2,58
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_59.png,train,frame_0103,8,3,59
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_60.png,train,frame_0103,8,4,60
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_61.png,train,frame_0103,8,5,61
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_62.png,train,frame_0103,8,6,62
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_63.png,train,frame_0103,8,7,63
frames_dataset_tiles/train/frame_0103_tiles/frame_0103_tile_64.png,train,frame_0103,8,8,64
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_01.png,train,frame_0315,1,1,1
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_02.png,train,frame_0315,1,2,2
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_03.png,train,frame_0315,1,3,3
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_04.png,train,frame_0315,1,4,4
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_05.png,train,frame_0315,1,5,5
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_06.png,train,frame_0315,1,6,6
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_07.png,train,frame_0315,1,7,7
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_08.png,train,frame_0315,1,8,8
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_09.png,train,frame_0315,2,1,9
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_10.png,train,frame_0315,2,2,10
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_11.png,train,frame_0315,2,3,11
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_12.png,train,frame_0315,2,4,12
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_13.png,train,frame_0315,2,5,13
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_14.png,train,frame_0315,2,6,14
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_15.png,train,frame_0315,2,7,15
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_16.png,train,frame_0315,2,8,16
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_17.png,train,frame_0315,3,1,17
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_18.png,train,frame_0315,3,2,18
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_19.png,train,frame_0315,3,3,19
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_20.png,train,frame_0315,3,4,20
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_21.png,train,frame_0315,3,5,21
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_22.png,train,frame_0315,3,6,22
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_23.png,train,frame_0315,3,7,23
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_24.png,train,frame_0315,3,8,24
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_25.png,train,frame_0315,4,1,25
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_26.png,train,frame_0315,4,2,26
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_27.png,train,frame_0315,4,3,27
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_28.png,train,frame_0315,4,4,28
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_29.png,train,frame_0315,4,5,29
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_30.png,train,frame_0315,4,6,30
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_31.png,train,frame_0315,4,7,31
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_32.png,train,frame_0315,4,8,32
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_33.png,train,frame_0315,5,1,33
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_34.png,train,frame_0315,5,2,34
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_35.png,train,frame_0315,5,3,35
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_36.png,train,frame_0315,5,4,36
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_37.png,train,frame_0315,5,5,37
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_38.png,train,frame_0315,5,6,38
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_39.png,train,frame_0315,5,7,39
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_40.png,train,frame_0315,5,8,40
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_41.png,train,frame_0315,6,1,41
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_42.png,train,frame_0315,6,2,42
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_43.png,train,frame_0315,6,3,43
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_44.png,train,frame_0315,6,4,44
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_45.png,train,frame_0315,6,5,45
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_46.png,train,frame_0315,6,6,46
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_47.png,train,frame_0315,6,7,47
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_48.png,train,frame_0315,6,8,48
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_49.png,train,frame_0315,7,1,49
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_50.png,train,frame_0315,7,2,50
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_51.png,train,frame_0315,7,3,51
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_52.png,train,frame_0315,7,4,52
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_53.png,train,frame_0315,7,5,53
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_54.png,train,frame_0315,7,6,54
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_55.png,train,frame_0315,7,7,55
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_56.png,train,frame_0315,7,8,56
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_57.png,train,frame_0315,8,1,57
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_58.png,train,frame_0315,8,2,58
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_59.png,train,frame_0315,8,3,59
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_60.png,train,frame_0315,8,4,60
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_61.png,train,frame_0315,8,5,61
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_62.png,train,frame_0315,8,6,62
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_63.png,train,frame_0315,8,7,63
frames_dataset_tiles/train/frame_0315_tiles/frame_0315_tile_64.png,train,frame_0315,8,8,64
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_01.png,train,frame_0473,1,1,1
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_02.png,train,frame_0473,1,2,2
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_03.png,train,frame_0473,1,3,3
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_04.png,train,frame_0473,1,4,4
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_05.png,train,frame_0473,1,5,5
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_06.png,train,frame_0473,1,6,6
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_07.png,train,frame_0473,1,7,7
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_08.png,train,frame_0473,1,8,8
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_09.png,train,frame_0473,2,1,9
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_10.png,train,frame_0473,2,2,10
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_11.png,train,frame_0473,2,3,11
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_12.png,train,frame_0473,2,4,12
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_13.png,train,frame_0473,2,5,13
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_14.png,train,frame_0473,2,6,14
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_15.png,train,frame_0473,2,7,15
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_16.png,train,frame_0473,2,8,16
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_17.png,train,frame_0473,3,1,17
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_18.png,train,frame_0473,3,2,18
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_19.png,train,frame_0473,3,3,19
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_20.png,train,frame_0473,3,4,20
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_21.png,train,frame_0473,3,5,21
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_22.png,train,frame_0473,3,6,22
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_23.png,train,frame_0473,3,7,23
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_24.png,train,frame_0473,3,8,24
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_25.png,train,frame_0473,4,1,25
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_26.png,train,frame_0473,4,2,26
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_27.png,train,frame_0473,4,3,27
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_28.png,train,frame_0473,4,4,28
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_29.png,train,frame_0473,4,5,29
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_30.png,train,frame_0473,4,6,30
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_31.png,train,frame_0473,4,7,31
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_32.png,train,frame_0473,4,8,32
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_33.png,train,frame_0473,5,1,33
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_34.png,train,frame_0473,5,2,34
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_35.png,train,frame_0473,5,3,35
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_36.png,train,frame_0473,5,4,36
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_37.png,train,frame_0473,5,5,37
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_38.png,train,frame_0473,5,6,38
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_39.png,train,frame_0473,5,7,39
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_40.png,train,frame_0473,5,8,40
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_41.png,train,frame_0473,6,1,41
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_42.png,train,frame_0473,6,2,42
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_43.png,train,frame_0473,6,3,43
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_44.png,train,frame_0473,6,4,44
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_45.png,train,frame_0473,6,5,45
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_46.png,train,frame_0473,6,6,46
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_47.png,train,frame_0473,6,7,47
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_48.png,train,frame_0473,6,8,48
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_49.png,train,frame_0473,7,1,49
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_50.png,train,frame_0473,7,2,50
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_51.png,train,frame_0473,7,3,51
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_52.png,train,frame_0473,7,4,52
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_53.png,train,frame_0473,7,5,53
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_54.png,train,frame_0473,7,6,54
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_55.png,train,frame_0473,7,7,55
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_56.png,train,frame_0473,7,8,56
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_57.png,train,frame_0473,8,1,57
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_58.png,train,frame_0473,8,2,58
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_59.png,train,frame_0473,8,3,59
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_60.png,train,frame_0473,8,4,60
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_61.png,train,frame_0473,8,5,61
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_62.png,train,frame_0473,8,6,62
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_63.png,train,frame_0473,8,7,63
frames_dataset_tiles/train/frame_0473_tiles/frame_0473_tile_64.png,train,frame_0473,8,8,64
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_01.png,train,frame_0467,1,1,1
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_02.png,train,frame_0467,1,2,2
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_03.png,train,frame_0467,1,3,3
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_04.png,train,frame_0467,1,4,4
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_05.png,train,frame_0467,1,5,5
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_06.png,train,frame_0467,1,6,6
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_07.png,train,frame_0467,1,7,7
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_08.png,train,frame_0467,1,8,8
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_09.png,train,frame_0467,2,1,9
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_10.png,train,frame_0467,2,2,10
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_11.png,train,frame_0467,2,3,11
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_12.png,train,frame_0467,2,4,12
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_13.png,train,frame_0467,2,5,13
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_14.png,train,frame_0467,2,6,14
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_15.png,train,frame_0467,2,7,15
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_16.png,train,frame_0467,2,8,16
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_17.png,train,frame_0467,3,1,17
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_18.png,train,frame_0467,3,2,18
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_19.png,train,frame_0467,3,3,19
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_20.png,train,frame_0467,3,4,20
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_21.png,train,frame_0467,3,5,21
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_22.png,train,frame_0467,3,6,22
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_23.png,train,frame_0467,3,7,23
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_24.png,train,frame_0467,3,8,24
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_25.png,train,frame_0467,4,1,25
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_26.png,train,frame_0467,4,2,26
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_27.png,train,frame_0467,4,3,27
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_28.png,train,frame_0467,4,4,28
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_29.png,train,frame_0467,4,5,29
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_30.png,train,frame_0467,4,6,30
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_31.png,train,frame_0467,4,7,31
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_32.png,train,frame_0467,4,8,32
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_33.png,train,frame_0467,5,1,33
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_34.png,train,frame_0467,5,2,34
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_35.png,train,frame_0467,5,3,35
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_36.png,train,frame_0467,5,4,36
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_37.png,train,frame_0467,5,5,37
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_38.png,train,frame_0467,5,6,38
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_39.png,train,frame_0467,5,7,39
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_40.png,train,frame_0467,5,8,40
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_41.png,train,frame_0467,6,1,41
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_42.png,train,frame_0467,6,2,42
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_43.png,train,frame_0467,6,3,43
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_44.png,train,frame_0467,6,4,44
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_45.png,train,frame_0467,6,5,45
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_46.png,train,frame_0467,6,6,46
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_47.png,train,frame_0467,6,7,47
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_48.png,train,frame_0467,6,8,48
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_49.png,train,frame_0467,7,1,49
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_50.png,train,frame_0467,7,2,50
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_51.png,train,frame_0467,7,3,51
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_52.png,train,frame_0467,7,4,52
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_53.png,train,frame_0467,7,5,53
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_54.png,train,frame_0467,7,6,54
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_55.png,train,frame_0467,7,7,55
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_56.png,train,frame_0467,7,8,56
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_57.png,train,frame_0467,8,1,57
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_58.png,train,frame_0467,8,2,58
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_59.png,train,frame_0467,8,3,59
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_60.png,train,frame_0467,8,4,60
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_61.png,train,frame_0467,8,5,61
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_62.png,train,frame_0467,8,6,62
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_63.png,train,frame_0467,8,7,63
frames_dataset_tiles/train/frame_0467_tiles/frame_0467_tile_64.png,train,frame_0467,8,8,64
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_01.png,train,frame_0301,1,1,1
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_02.png,train,frame_0301,1,2,2
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_03.png,train,frame_0301,1,3,3
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_04.png,train,frame_0301,1,4,4
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_05.png,train,frame_0301,1,5,5
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_06.png,train,frame_0301,1,6,6
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_07.png,train,frame_0301,1,7,7
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_08.png,train,frame_0301,1,8,8
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_09.png,train,frame_0301,2,1,9
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_10.png,train,frame_0301,2,2,10
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_11.png,train,frame_0301,2,3,11
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_12.png,train,frame_0301,2,4,12
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_13.png,train,frame_0301,2,5,13
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_14.png,train,frame_0301,2,6,14
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_15.png,train,frame_0301,2,7,15
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_16.png,train,frame_0301,2,8,16
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_17.png,train,frame_0301,3,1,17
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_18.png,train,frame_0301,3,2,18
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_19.png,train,frame_0301,3,3,19
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_20.png,train,frame_0301,3,4,20
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_21.png,train,frame_0301,3,5,21
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_22.png,train,frame_0301,3,6,22
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_23.png,train,frame_0301,3,7,23
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_24.png,train,frame_0301,3,8,24
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_25.png,train,frame_0301,4,1,25
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_26.png,train,frame_0301,4,2,26
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_27.png,train,frame_0301,4,3,27
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_28.png,train,frame_0301,4,4,28
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_29.png,train,frame_0301,4,5,29
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_30.png,train,frame_0301,4,6,30
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_31.png,train,frame_0301,4,7,31
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_32.png,train,frame_0301,4,8,32
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_33.png,train,frame_0301,5,1,33
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_34.png,train,frame_0301,5,2,34
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_35.png,train,frame_0301,5,3,35
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_36.png,train,frame_0301,5,4,36
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_37.png,train,frame_0301,5,5,37
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_38.png,train,frame_0301,5,6,38
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_39.png,train,frame_0301,5,7,39
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_40.png,train,frame_0301,5,8,40
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_41.png,train,frame_0301,6,1,41
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_42.png,train,frame_0301,6,2,42
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_43.png,train,frame_0301,6,3,43
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_44.png,train,frame_0301,6,4,44
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_45.png,train,frame_0301,6,5,45
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_46.png,train,frame_0301,6,6,46
frames_dataset_tiles/train/frame_0301_tiles/frame_0301_tile_47.png,train,frame_0301,6,7,47
